Concatenar;Status;Semi-acabado;Descrição Semi-acabado;Qtd Semi-acabado;Centro Semi-acabado;Matéria-Prima;Descrição Matéria-Prima;Qtd Matéria-Prima;UN Matéria-Prima;;;
5700663;SEMI ACABADO;700663;CLARITROMICINA 500MG COMP REV;500.000;600;010923;CROSCARMELOSE SODICA; 26,665 ;KG;;;
6700663;SEMI ACABADO;700663;CLARITROMICINA 500MG COMP REV;500.000;600;010953;TALCO; 10,000 ;KG;;;
7700663;SEMI ACABADO;700663;CLARITROMICINA 500MG COMP REV;500.000;600;010311;ESTEARATO MAGNESIO; 10,000 ;KG;;;
8700663;SEMI ACABADO;700663;CLARITROMICINA 500MG COMP REV;500.000;600;010046;ALCOOL ETILICO; 162,000 ;KG;;;
9700663;SEMI ACABADO;700663;CLARITROMICINA 500MG COMP REV;500.000;600;010228;DIOXIDO TITANIO; 5,665 ;KG;;;
10700663;SEMI ACABADO;700663;CLARITROMICINA 500MG COMP REV;500.000;600;010177;COR ALUM LACA AMARELO TARTRAZINA 5; 0,500 ;KG;;;
11700663;SEMI ACABADO;700663;CLARITROMICINA 500MG COMP REV;500.000;600;010720;CLORETO METILENO (D2)**; 133,333 ;KG;;;
12700663;SEMI ACABADO;700663;CLARITROMICINA 500MG COMP REV;500.000;600;010978;ETILCELULOSE 10 CPS(ETHOCEL 10 CPS); 5,000 ;KG;;;
13700663;SEMI ACABADO;700663;CLARITROMICINA 500MG COMP REV;500.000;600;010979;HPMC+PEG; 14,000 ;KG;;;
1700672;SEMI ACABADO;700672;METRONIDAZOL 250MG COMP REV;800.000;600;010010;ACETONA **; 8,330 ;KG;;;
2700672;SEMI ACABADO;700672;METRONIDAZOL 250MG COMP REV;800.000;600;010046;ALCOOL ETILICO; 107,568 ;KG;;;
3700672;SEMI ACABADO;700672;METRONIDAZOL 250MG COMP REV;800.000;600;010047;ALCOOL ISOPROPILICO(ISOPROPANOL); 100,000 ;KG;;;
4700672;SEMI ACABADO;700672;METRONIDAZOL 250MG COMP REV;800.000;600;010120;POLIETILENOGLICOL 6000-MACROGOL 6000; 1,130 ;KG;;;
5700672;SEMI ACABADO;700672;METRONIDAZOL 250MG COMP REV;800.000;600;010228;DIOXIDO TITANIO; 3,330 ;KG;;;
6700672;SEMI ACABADO;700672;METRONIDAZOL 250MG COMP REV;800.000;600;010311;ESTEARATO MAGNESIO; 1,570 ;KG;;;
7700672;SEMI ACABADO;700672;METRONIDAZOL 250MG COMP REV;800.000;600;010322;POL CAT AC METACRIL(EUDRAGIT E100 G; 3,330 ;KG;;;
8700672;SEMI ACABADO;700672;METRONIDAZOL 250MG COMP REV;800.000;600;010328;OLEO VEGETAL HIDROGENADO (LUBRITAB); 6,670 ;KG;;;
9700672;SEMI ACABADO;700672;METRONIDAZOL 250MG COMP REV;800.000;600;010501;CELULOSE MIC.(TIPO102); 33,750 ;KG;;;
10700672;SEMI ACABADO;700672;METRONIDAZOL 250MG COMP REV;800.000;600;010731;FOSF.CAL.DIB.(COMPDIRETA); 28,680 ;KG;;;
11700672;SEMI ACABADO;700672;METRONIDAZOL 250MG COMP REV;800.000;600;010736;PEG 6000 MICRONIZADO (MACROGOL 6000); 5,000 ;KG;;;
12700672;SEMI ACABADO;700672;METRONIDAZOL 250MG COMP REV;800.000;600;010923;CROSCARMELOSE SODICA; 8,330 ;KG;;;
13700672;SEMI ACABADO;700672;METRONIDAZOL 250MG COMP REV;800.000;600;010953;TALCO; 4,420 ;KG;;;
14700672;SEMI ACABADO;700672;METRONIDAZOL 250MG COMP REV;800.000;600;010964;POVIDONA K29-32; 16,670 ;KG;;;
15700672;SEMI ACABADO;700672;METRONIDAZOL 250MG COMP REV;800.000;600;011625;METRONIDAZOL BASE (COMP); 200,000 ;KG;;;
1700673;SEMI ACABADO;700673;METRONIDAZOL 400MG COMP REV;500.000;600;010010;ACETONA **; 8,333 ;KG;;;
2700673;SEMI ACABADO;700673;METRONIDAZOL 400MG COMP REV;500.000;600;010046;ALCOOL ETILICO; 108,000 ;KG;;;
3700673;SEMI ACABADO;700673;METRONIDAZOL 400MG COMP REV;500.000;600;010047;ALCOOL ISOPROPILICO(ISOPROPANOL); 100,000 ;KG;;;
4700673;SEMI ACABADO;700673;METRONIDAZOL 400MG COMP REV;500.000;600;010120;POLIETILENOGLICOL 6000-MACROGOL 6000; 1,133 ;KG;;;
5700673;SEMI ACABADO;700673;METRONIDAZOL 400MG COMP REV;500.000;600;010228;DIOXIDO TITANIO; 3,333 ;KG;;;
6700673;SEMI ACABADO;700673;METRONIDAZOL 400MG COMP REV;500.000;600;010311;ESTEARATO MAGNESIO; 1,566 ;KG;;;
7700673;SEMI ACABADO;700673;METRONIDAZOL 400MG COMP REV;500.000;600;010322;POL CAT AC METACRIL(EUDRAGIT E100 G; 3,333 ;KG;;;
8700673;SEMI ACABADO;700673;METRONIDAZOL 400MG COMP REV;500.000;600;010328;OLEO VEGETAL HIDROGENADO (LUBRITAB); 6,667 ;KG;;;
9700673;SEMI ACABADO;700673;METRONIDAZOL 400MG COMP REV;500.000;600;010501;CELULOSE MIC.(TIPO102); 33,750 ;KG;;;
10700673;SEMI ACABADO;700673;METRONIDAZOL 400MG COMP REV;500.000;600;010731;FOSF.CAL.DIB.(COMPDIRETA); 28,684 ;KG;;;
11700673;SEMI ACABADO;700673;METRONIDAZOL 400MG COMP REV;500.000;600;010736;PEG 6000 MICRONIZADO (MACROGOL 6000); 5,000 ;KG;;;
12700673;SEMI ACABADO;700673;METRONIDAZOL 400MG COMP REV;500.000;600;010923;CROSCARMELOSE SODICA; 8,333 ;KG;;;
13700673;SEMI ACABADO;700673;METRONIDAZOL 400MG COMP REV;500.000;600;010953;TALCO; 4,416 ;KG;;;
14700673;SEMI ACABADO;700673;METRONIDAZOL 400MG COMP REV;500.000;600;010964;POVIDONA K29-32; 16,666 ;KG;;;
15700673;SEMI ACABADO;700673;METRONIDAZOL 400MG COMP REV;500.000;600;011625;METRONIDAZOL BASE (COMP); 200,000 ;KG;;;
1700685;SEMI ACABADO;700685;LANSOPRAZOL 30MG CAP;1.050.000;600;010878;CAPS 1 LARANJA/AMARELO; 1.050.000,000 ;UN;;;
2700685;SEMI ACABADO;700685;LANSOPRAZOL 30MG CAP;1.050.000;600;011387;LANSOPRAZOL ENTERIC PELLETS 8%; 393,750 ;KG;;;
1700686;SEMI ACABADO;700686;LANSOPRAZOL 15MG CAP;140.000;600;011213;CAPS 3 AZUL/BRANCO; 140.000,000 ;UN;;;
2700686;SEMI ACABADO;700686;LANSOPRAZOL 15MG CAP;140.000;600;011387;LANSOPRAZOL ENTERIC PELLETS 8%; 26,250 ;KG;;;
1700688;SEMI ACABADO;700688;CLOR.TICLOPIDINA COMP REV.250MG;1.500.000;600;010018;ACIDO CITRICO ANIDRO; 6,300 ;KG;;;
2700688;SEMI ACABADO;700688;CLOR.TICLOPIDINA COMP REV.250MG;1.500.000;600;010311;ESTEARATO MAGNESIO; 3,000 ;KG;;;
3700688;SEMI ACABADO;700688;CLOR.TICLOPIDINA COMP REV.250MG;1.500.000;600;010859;LACTOSE (200); 107,706 ;KG;;;
4700688;SEMI ACABADO;700688;CLOR.TICLOPIDINA COMP REV.250MG;1.500.000;600;010877;ACIDO ESTEARICO VEGETAL(MICRONIZADO); 6,372 ;KG;;;
5700688;SEMI ACABADO;700688;CLOR.TICLOPIDINA COMP REV.250MG;1.500.000;600;010923;CROSCARMELOSE SODICA; 12,000 ;KG;;;
6700688;SEMI ACABADO;700688;CLOR.TICLOPIDINA COMP REV.250MG;1.500.000;600;010964;POVIDONA K29-32; 19,500 ;KG;;;
7700688;SEMI ACABADO;700688;CLOR.TICLOPIDINA COMP REV.250MG;1.500.000;600;011020;CELULOSE MIC(TIPO 101); 25,122 ;KG;;;
8700688;SEMI ACABADO;700688;CLOR.TICLOPIDINA COMP REV.250MG;1.500.000;600;011032;ALC.POL.+DIOX.TIT.+PEG+TALCO; 20,700 ;KG;;;
9700688;SEMI ACABADO;700688;CLOR.TICLOPIDINA COMP REV.250MG;1.500.000;600;011426;CLOR.TICLOPIDINA; 375,000 ;KG;;;
10700688;SEMI ACABADO;700688;CLOR.TICLOPIDINA COMP REV.250MG;1.500.000;600;010056;AMIDO; 45,000 ;KG;;;
1700689;SEMI ACABADO;700689;FINASTERIDA 5MG COMP REV;1.200.000;600;010046;ALCOOL ETILICO; 35,964 ;KG;;;
2700689;SEMI ACABADO;700689;FINASTERIDA 5MG COMP REV;1.200.000;600;010184;COR ALUM LACA AZUL2; 0,030 ;KG;;;
3700689;SEMI ACABADO;700689;FINASTERIDA 5MG COMP REV;1.200.000;600;010311;ESTEARATO MAGNESIO; 1,020 ;KG;;;
4700689;SEMI ACABADO;700689;FINASTERIDA 5MG COMP REV;1.200.000;600;010469;LAURIL SULFATO SODIO (PO); 1,020 ;KG;;;
5700689;SEMI ACABADO;700689;FINASTERIDA 5MG COMP REV;1.200.000;600;010859;LACTOSE (200); 179,360 ;KG;;;
6700689;SEMI ACABADO;700689;FINASTERIDA 5MG COMP REV;1.200.000;600;010923;CROSCARMELOSE SODICA; 9,600 ;KG;;;
7700689;SEMI ACABADO;700689;FINASTERIDA 5MG COMP REV;1.200.000;600;010964;POVIDONA K29-32; 7,000 ;KG;;;
8700689;SEMI ACABADO;700689;FINASTERIDA 5MG COMP REV;1.200.000;600;011032;ALC.POL.+DIOX.TIT.+PEG+TALCO; 7,000 ;KG;;;
9700689;SEMI ACABADO;700689;FINASTERIDA 5MG COMP REV;1.200.000;600;011383;FINASTERIDA; 6,000 ;KG;;;
1700709;SEMI ACABADO;700709;SUCRALFATO 1G COMP-S;200.000;600;010041;DIOXIDO SILICIO COLOIDAL ANIDRO; 0,500 ;KG;;;
2700709;SEMI ACABADO;700709;SUCRALFATO 1G COMP-S;200.000;600;010276;ESS HORTELA; 0,500 ;KG;;;
3700709;SEMI ACABADO;700709;SUCRALFATO 1G COMP-S;200.000;600;010311;ESTEARATO MAGNESIO; 6,000 ;KG;;;
4700709;SEMI ACABADO;700709;SUCRALFATO 1G COMP-S;200.000;600;010328;OLEO VEGETAL HIDROGENADO (LUBRITAB); 8,000 ;KG;;;
5700709;SEMI ACABADO;700709;SUCRALFATO 1G COMP-S;200.000;600;010595;SORBITOL; 108,000 ;KG;;;
6700709;SEMI ACABADO;700709;SUCRALFATO 1G COMP-S;200.000;600;010739;LACTOSE (50/70); 63,000 ;KG;;;
7700709;SEMI ACABADO;700709;SUCRALFATO 1G COMP-S;200.000;600;010852;ASPARTAME; 10,000 ;KG;;;
8700709;SEMI ACABADO;700709;SUCRALFATO 1G COMP-S;200.000;600;010953;TALCO; 4,000 ;KG;;;
9700709;SEMI ACABADO;700709;SUCRALFATO 1G COMP-S;200.000;600;011389;SUCRALFATO; 200,000 ;KG;;;
1700723;SEMI ACABADO;700723;CLOR.SERTRALINA (C1) 50MG COMP REV;1.500.000;600;010041;DIOXIDO SILICIO COLOIDAL ANIDRO; 1,890 ;KG;;;
2700723;SEMI ACABADO;700723;CLOR.SERTRALINA (C1) 50MG COMP REV;1.500.000;600;010311;ESTEARATO MAGNESIO; 4,124 ;KG;;;
3700723;SEMI ACABADO;700723;CLOR.SERTRALINA (C1) 50MG COMP REV;1.500.000;600;010331;GLICOLATO AMIDO SODICO; 10,500 ;KG;;;
4700723;SEMI ACABADO;700723;CLOR.SERTRALINA (C1) 50MG COMP REV;1.500.000;600;010501;CELULOSE MIC.(TIPO102); 110,086 ;KG;;;
5700723;SEMI ACABADO;700723;CLOR.SERTRALINA (C1) 50MG COMP REV;1.500.000;600;010731;FOSF.CAL.DIB.(COMPDIRETA); 54,000 ;KG;;;
6700723;SEMI ACABADO;700723;CLOR.SERTRALINA (C1) 50MG COMP REV;1.500.000;600;010953;TALCO; 5,400 ;KG;;;
7700723;SEMI ACABADO;700723;CLOR.SERTRALINA (C1) 50MG COMP REV;1.500.000;600;011032;ALC.POL.+DIOX.TIT.+PEG+TALCO; 9,450 ;KG;;;
8700723;SEMI ACABADO;700723;CLOR.SERTRALINA (C1) 50MG COMP REV;1.500.000;600;011431;CLOR.SERTRALINA (C1); 84,000 ;KG;;;
1700724;SEMI ACABADO;700724;MALEATO ENALAPRIL 5MG COMP;3.378.394;600;010311;ESTEARATO MAGNESIO; 4,503 ;KG;;;
2700724;SEMI ACABADO;700724;MALEATO ENALAPRIL 5MG COMP;3.378.394;600;010501;CELULOSE MIC.(TIPO102); 464,529 ;KG;;;
3700724;SEMI ACABADO;700724;MALEATO ENALAPRIL 5MG COMP;3.378.394;600;010731;FOSF.CAL.DIB.(COMPDIRETA); 112,612 ;KG;;;
4700724;SEMI ACABADO;700724;MALEATO ENALAPRIL 5MG COMP;3.378.394;600;010739;LACTOSE (50/70); 112,612 ;KG;;;
5700724;SEMI ACABADO;700724;MALEATO ENALAPRIL 5MG COMP;3.378.394;600;010923;CROSCARMELOSE SODICA; 22,524 ;KG;;;
6700724;SEMI ACABADO;700724;MALEATO ENALAPRIL 5MG COMP;3.378.394;600;011018;AMIDO DE MILHO PREGELATINIZADO; 15,203 ;KG;;;
7700724;SEMI ACABADO;700724;MALEATO ENALAPRIL 5MG COMP;3.378.394;600;011346;MALEATO ENALAPRIL; 18,017 ;KG;;;
1700725;SEMI ACABADO;700725;MALEATO ENALAPRIL 10MG COMP;3.386.020;600;010311;ESTEARATO MAGNESIO; 6,772 ;KG;;;
2700725;SEMI ACABADO;700725;MALEATO ENALAPRIL 10MG COMP;3.386.020;600;010501;CELULOSE MIC.(TIPO102); 443,003 ;KG;;;
3700725;SEMI ACABADO;700725;MALEATO ENALAPRIL 10MG COMP;3.386.020;600;010731;FOSF.CAL.DIB.(COMPDIRETA); 112,866 ;KG;;;
4700725;SEMI ACABADO;700725;MALEATO ENALAPRIL 10MG COMP;3.386.020;600;010739;LACTOSE (50/70); 112,866 ;KG;;;
5700725;SEMI ACABADO;700725;MALEATO ENALAPRIL 10MG COMP;3.386.020;600;010923;CROSCARMELOSE SODICA; 22,575 ;KG;;;
6700725;SEMI ACABADO;700725;MALEATO ENALAPRIL 10MG COMP;3.386.020;600;011018;AMIDO DE MILHO PREGELATINIZADO; 15,237 ;KG;;;
7700725;SEMI ACABADO;700725;MALEATO ENALAPRIL 10MG COMP;3.386.020;600;011049;OXIDO DE FERRO VERM(USP REF.33.8075); 1,128 ;KG;;;
8700725;SEMI ACABADO;700725;MALEATO ENALAPRIL 10MG COMP;3.386.020;600;011346;MALEATO ENALAPRIL; 35,553 ;KG;;;
1700726;SEMI ACABADO;700726;MALEATO ENALAPRIL 20MG COMP;3.368.274;600;010311;ESTEARATO MAGNESIO; 8,983 ;KG;;;
2700726;SEMI ACABADO;700726;MALEATO ENALAPRIL 20MG COMP;3.368.274;600;010501;CELULOSE MIC.(TIPO102); 406,998 ;KG;;;
3700726;SEMI ACABADO;700726;MALEATO ENALAPRIL 20MG COMP;3.368.274;600;010731;FOSF.CAL.DIB.(COMPDIRETA); 112,275 ;KG;;;
4700726;SEMI ACABADO;700726;MALEATO ENALAPRIL 20MG COMP;3.368.274;600;010739;LACTOSE (50/70); 112,275 ;KG;;;
5700726;SEMI ACABADO;700726;MALEATO ENALAPRIL 20MG COMP;3.368.274;600;010923;CROSCARMELOSE SODICA; 22,456 ;KG;;;
6700726;SEMI ACABADO;700726;MALEATO ENALAPRIL 20MG COMP;3.368.274;600;011018;AMIDO DE MILHO PREGELATINIZADO; 15,157 ;KG;;;
7700726;SEMI ACABADO;700726;MALEATO ENALAPRIL 20MG COMP;3.368.274;600;011050;OXIDO FERRO AMARELO; 1,122 ;KG;;;
8700726;SEMI ACABADO;700726;MALEATO ENALAPRIL 20MG COMP;3.368.274;600;011346;MALEATO ENALAPRIL; 70,734 ;KG;;;
1700743;SEMI ACABADO;700743;PREDNISONA 20MG COMP;1.333.333;600;010056;AMIDO; 75,333 ;KG;;;
2700743;SEMI ACABADO;700743;PREDNISONA 20MG COMP;1.333.333;600;010311;ESTEARATO MAGNESIO; 3,000 ;KG;;;
3700743;SEMI ACABADO;700743;PREDNISONA 20MG COMP;1.333.333;600;010859;LACTOSE (200); 480,000 ;KG;;;
4700743;SEMI ACABADO;700743;PREDNISONA 20MG COMP;1.333.333;600;010964;POVIDONA K29-32; 15,000 ;KG;;;
5700743;SEMI ACABADO;700743;PREDNISONA 20MG COMP;1.333.333;600;011448;PREDNISONA(MICRONIZADA); 26,667 ;KG;;;
1700749;SEMI ACABADO;700749;PREDNISONA 5MG COMP;900.000;600;010311;ESTEARATO MAGNESIO; 0,900 ;KG;;;
2700749;SEMI ACABADO;700749;PREDNISONA 5MG COMP;900.000;600;010859;LACTOSE (200); 145,600 ;KG;;;
3700749;SEMI ACABADO;700749;PREDNISONA 5MG COMP;900.000;600;010964;POVIDONA K29-32; 4,500 ;KG;;;
4700749;SEMI ACABADO;700749;PREDNISONA 5MG COMP;900.000;600;011448;PREDNISONA(MICRONIZADA); 4,500 ;KG;;;
5700749;SEMI ACABADO;700749;PREDNISONA 5MG COMP;900.000;600;010056;AMIDO; 24,500 ;KG;;;
1700757;SEMI ACABADO;700757;FLUNITRAZEPAM (B1) 2MG COM REV;530.000;600;010041;DIOXIDO SILICIO COLOIDAL ANIDRO; 0,265 ;KG;;;
2700757;SEMI ACABADO;700757;FLUNITRAZEPAM (B1) 2MG COM REV;530.000;600;010174;COR ALUM LACA AMARELO CREPUSCULO 6; 0,016 ;KG;;;
3700757;SEMI ACABADO;700757;FLUNITRAZEPAM (B1) 2MG COM REV;530.000;600;010228;DIOXIDO TITANIO; 0,779 ;KG;;;
4700757;SEMI ACABADO;700757;FLUNITRAZEPAM (B1) 2MG COM REV;530.000;600;010311;ESTEARATO MAGNESIO; 0,795 ;KG;;;
5700757;SEMI ACABADO;700757;FLUNITRAZEPAM (B1) 2MG COM REV;530.000;600;010501;CELULOSE MIC.(TIPO102); 47,700 ;KG;;;
6700757;SEMI ACABADO;700757;FLUNITRAZEPAM (B1) 2MG COM REV;530.000;600;010739;LACTOSE (50/70); 29,134 ;KG;;;
7700757;SEMI ACABADO;700757;FLUNITRAZEPAM (B1) 2MG COM REV;530.000;600;010923;CROSCARMELOSE SODICA; 0,530 ;KG;;;
8700757;SEMI ACABADO;700757;FLUNITRAZEPAM (B1) 2MG COM REV;530.000;600;011668;ALCOOL POLIVINILICO+TALCO+PEG; 2,385 ;KG;;;
9700757;SEMI ACABADO;700757;FLUNITRAZEPAM (B1) 2MG COM REV;530.000;600;011869;FLUNITRAZEPAM (B1)**; 1,060 ;KG;;;
1700810;SEMI ACABADO;700810;CARBAMAZEPINA (C1)400MG COMP** ;400.000;600;010111;CARBAMAZEPINA (C1)**; 160,000 ;KG;;;
2700810;SEMI ACABADO;700810;CARBAMAZEPINA (C1)400MG COMP** ;400.000;600;010311;ESTEARATO MAGNESIO; 2,400 ;KG;;;
3700810;SEMI ACABADO;700810;CARBAMAZEPINA (C1)400MG COMP** ;400.000;600;010501;CELULOSE MIC.(TIPO102); 62,000 ;KG;;;
4700810;SEMI ACABADO;700810;CARBAMAZEPINA (C1)400MG COMP** ;400.000;600;010923;CROSCARMELOSE SODICA; 10,800 ;KG;;;
5700810;SEMI ACABADO;700810;CARBAMAZEPINA (C1)400MG COMP** ;400.000;600;010964;POVIDONA K29-32; 4,800 ;KG;;;
1700811;SEMI ACABADO;700811;CARBAMAZEPINA (C1)200MG COMP ;800.000;600;010111;CARBAMAZEPINA (C1)**; 160,000 ;KG;;;
2700811;SEMI ACABADO;700811;CARBAMAZEPINA (C1)200MG COMP ;800.000;600;010311;ESTEARATO MAGNESIO; 2,400 ;KG;;;
3700811;SEMI ACABADO;700811;CARBAMAZEPINA (C1)200MG COMP ;800.000;600;010501;CELULOSE MIC.(TIPO102); 62,000 ;KG;;;
4700811;SEMI ACABADO;700811;CARBAMAZEPINA (C1)200MG COMP ;800.000;600;010923;CROSCARMELOSE SODICA; 10,800 ;KG;;;
5700811;SEMI ACABADO;700811;CARBAMAZEPINA (C1)200MG COMP ;800.000;600;010964;POVIDONA K29-32; 4,800 ;KG;;;
1700825;SEMI ACABADO;700825;SECNIDAZOL 1000MG COM REV;50.000;600;010041;DIOXIDO SILICIO COLOIDAL ANIDRO; 1,277 ;KG;;;
2700825;SEMI ACABADO;700825;SECNIDAZOL 1000MG COM REV;50.000;600;010046;ALCOOL ETILICO; 3,900 ;KG;;;
3700825;SEMI ACABADO;700825;SECNIDAZOL 1000MG COM REV;50.000;600;010311;ESTEARATO MAGNESIO; 0,667 ;KG;;;
4700825;SEMI ACABADO;700825;SECNIDAZOL 1000MG COM REV;50.000;600;010923;CROSCARMELOSE SODICA; 4,389 ;KG;;;
5700825;SEMI ACABADO;700825;SECNIDAZOL 1000MG COM REV;50.000;600;010964;POVIDONA K29-32; 1,888 ;KG;;;
6700825;SEMI ACABADO;700825;SECNIDAZOL 1000MG COM REV;50.000;600;011020;CELULOSE MIC(TIPO 101); 1,277 ;KG;;;
7700825;SEMI ACABADO;700825;SECNIDAZOL 1000MG COM REV;50.000;600;011032;ALC.POL.+DIOX.TIT.+PEG+TALCO; 2,194 ;KG;;;
8700825;SEMI ACABADO;700825;SECNIDAZOL 1000MG COM REV;50.000;600;011464;SECNIDAZOL (MICRONIZADO); 50,000 ;KG;;;
9700825;SEMI ACABADO;700825;SECNIDAZOL 1000MG COM REV;50.000;600;010056;AMIDO; 3,167 ;KG;;;
1700856;SEMI ACABADO;700856;TROMETAMOL CETOROL. SL 10MG COMP -S;1.333.334;600;010168;CMC SODICA; 2,660 ;KG;;;
2700856;SEMI ACABADO;700856;TROMETAMOL CETOROL. SL 10MG COMP -S;1.333.334;600;010311;ESTEARATO MAGNESIO; 2,660 ;KG;;;
3700856;SEMI ACABADO;700856;TROMETAMOL CETOROL. SL 10MG COMP -S;1.333.334;600;010501;CELULOSE MIC.(TIPO102); 15,000 ;KG;;;
4700856;SEMI ACABADO;700856;TROMETAMOL CETOROL. SL 10MG COMP -S;1.333.334;600;010575;SACARINA SODICA; 2,000 ;KG;;;
5700856;SEMI ACABADO;700856;TROMETAMOL CETOROL. SL 10MG COMP -S;1.333.334;600;010595;SORBITOL; 6,660 ;KG;;;
6700856;SEMI ACABADO;700856;TROMETAMOL CETOROL. SL 10MG COMP -S;1.333.334;600;010739;LACTOSE (50/70); 45,000 ;KG;;;
7700856;SEMI ACABADO;700856;TROMETAMOL CETOROL. SL 10MG COMP -S;1.333.334;600;011357;AROMA LIMAO NATURAL; 3,340 ;KG;;;
8700856;SEMI ACABADO;700856;TROMETAMOL CETOROL. SL 10MG COMP -S;1.333.334;600;011569;TROMETAMOL CETOROLACO; 13,340 ;KG;;;
9700856;SEMI ACABADO;700856;TROMETAMOL CETOROL. SL 10MG COMP -S;1.333.334;600;011639;DIOXIDO SILICIO (SYLOID 244FP); 1,340 ;KG;;;
10700856;SEMI ACABADO;700856;TROMETAMOL CETOROL. SL 10MG COMP -S;1.333.334;600;010553;CROSPOVIDONE; 8,000 ;KG;;;
1700904;SEMI ACABADO;700904;CLOR.CIPROFLOXACINO 250MG COMP REV;600.000;600;010046;ALCOOL ETILICO; 154,500 ;KG;;;
2700904;SEMI ACABADO;700904;CLOR.CIPROFLOXACINO 250MG COMP REV;600.000;600;010228;DIOXIDO TITANIO; 2,025 ;KG;;;
3700904;SEMI ACABADO;700904;CLOR.CIPROFLOXACINO 250MG COMP REV;600.000;600;010311;ESTEARATO MAGNESIO; 3,000 ;KG;;;
4700904;SEMI ACABADO;700904;CLOR.CIPROFLOXACINO 250MG COMP REV;600.000;600;010720;CLORETO METILENO (D2)**; 49,500 ;KG;;;
5700904;SEMI ACABADO;700904;CLOR.CIPROFLOXACINO 250MG COMP REV;600.000;600;010835;CLOR.CIPROFLOXACINO; 184,500 ;KG;;;
6700904;SEMI ACABADO;700904;CLOR.CIPROFLOXACINO 250MG COMP REV;600.000;600;010923;CROSCARMELOSE SODICA; 14,400 ;KG;;;
7700904;SEMI ACABADO;700904;CLOR.CIPROFLOXACINO 250MG COMP REV;600.000;600;010964;POVIDONA K29-32; 6,000 ;KG;;;
8700904;SEMI ACABADO;700904;CLOR.CIPROFLOXACINO 250MG COMP REV;600.000;600;010978;ETILCELULOSE 10 CPS(ETHOCEL 10 CPS); 1,800 ;KG;;;
9700904;SEMI ACABADO;700904;CLOR.CIPROFLOXACINO 250MG COMP REV;600.000;600;010979;HPMC+PEG; 4,950 ;KG;;;
10700904;SEMI ACABADO;700904;CLOR.CIPROFLOXACINO 250MG COMP REV;600.000;600;010056;AMIDO; 21,000 ;KG;;;
1700905;SEMI ACABADO;700905;CLOR.CIPROFLOXACINO 500MG COMP REV;800.000;600;010056;AMIDO; 55,999 ;KG;;;
2700905;SEMI ACABADO;700905;CLOR.CIPROFLOXACINO 500MG COMP REV;800.000;600;010046;ALCOOL ETILICO; 402,000 ;KG;;;
3700905;SEMI ACABADO;700905;CLOR.CIPROFLOXACINO 500MG COMP REV;800.000;600;010174;COR ALUM LACA AMARELO CREPUSCULO 6; 0,400 ;KG;;;
4700905;SEMI ACABADO;700905;CLOR.CIPROFLOXACINO 500MG COMP REV;800.000;600;010228;DIOXIDO TITANIO; 5,400 ;KG;;;
5700905;SEMI ACABADO;700905;CLOR.CIPROFLOXACINO 500MG COMP REV;800.000;600;010311;ESTEARATO MAGNESIO; 8,000 ;KG;;;
6700905;SEMI ACABADO;700905;CLOR.CIPROFLOXACINO 500MG COMP REV;800.000;600;010720;CLORETO METILENO (D2)**; 132,000 ;KG;;;
7700905;SEMI ACABADO;700905;CLOR.CIPROFLOXACINO 500MG COMP REV;800.000;600;010835;CLOR.CIPROFLOXACINO; 492,000 ;KG;;;
8700905;SEMI ACABADO;700905;CLOR.CIPROFLOXACINO 500MG COMP REV;800.000;600;010923;CROSCARMELOSE SODICA; 38,400 ;KG;;;
9700905;SEMI ACABADO;700905;CLOR.CIPROFLOXACINO 500MG COMP REV;800.000;600;010964;POVIDONA K29-32; 16,000 ;KG;;;
10700905;SEMI ACABADO;700905;CLOR.CIPROFLOXACINO 500MG COMP REV;800.000;600;010978;ETILCELULOSE 10 CPS(ETHOCEL 10 CPS); 4,800 ;KG;;;
11700905;SEMI ACABADO;700905;CLOR.CIPROFLOXACINO 500MG COMP REV;800.000;600;010979;HPMC+PEG; 13,200 ;KG;;;
1700907;SEMI ACABADO;700907;LORAZEPAM (B1) 2MGCOMP - LG;1.000.000;600;010311;ESTEARATO MAGNESIO; 1,000 ;KG;;;
2700907;SEMI ACABADO;700907;LORAZEPAM (B1) 2MGCOMP - LG;1.000.000;600;010501;CELULOSE MIC.(TIPO102); 30,000 ;KG;;;
3700907;SEMI ACABADO;700907;LORAZEPAM (B1) 2MGCOMP - LG;1.000.000;600;010739;LACTOSE (50/70); 66,000 ;KG;;;
4700907;SEMI ACABADO;700907;LORAZEPAM (B1) 2MGCOMP - LG;1.000.000;600;010923;CROSCARMELOSE SODICA; 1,000 ;KG;;;
5700907;SEMI ACABADO;700907;LORAZEPAM (B1) 2MGCOMP - LG;1.000.000;600;011050;OXIDO FERRO AMARELO; 0,100 ;KG;;;
6700907;SEMI ACABADO;700907;LORAZEPAM (B1) 2MGCOMP - LG;1.000.000;600;011516;LORAZEPAM (B1)**; 2,000 ;KG;;;
1700935;SEMI ACABADO;700935;DICLOFENACO POTASSICO 50MG COMP REV;3.000.000;600;010010;ACETONA **; 12,501 ;KG;;;
2700935;SEMI ACABADO;700935;DICLOFENACO POTASSICO 50MG COMP REV;3.000.000;600;010047;ALCOOL ISOPROPILICO(ISOPROPANOL); 157,500 ;KG;;;
